Idx_Sample,Ref.,Mixture Code in Ref,SiO2,Al2O3,Fe2O3,CaO,MgO,Na2O,K2O,SO3,TiO2,P2O5,SrO,Mn2O3,LOI,OPC (kg/m3),FA (kg/m3),GGBFS (kg/m3),SF (kg/m3),MK (kg/m3),Other SCM (kg/m3),Coarse aggregate (kg/m3),Fine aggregate (kg in 1m3 mix),Total aggregates (kg in 1m3 mix),Coarse Agg density (kg/m3),Fine Agg density (kg/m3),Total Na2SiO3 (kg in 1m3 of mix),Na2O (l),SiO2 (l),H2O,Total NaOH (kg in 1m3 mix),Concentration (M) NaOH,AL/B,SH/SS,Ms,Ag/B,W/B,Additional water (kg in 1m3 mix),Sp/B,Superplasticizer (kg in 1m3 mix),Total water (in solutions + additional) (kg in 1m3 mix),Initial curing temp (C),Final curing temp (C),7d CS,28d CS,1-d Cubic compressive strength (MPa),3-d Cubic compressive strength (MPa),7-d Cubic compressive strength (MPa),14-d Cubic compressive strength (MPa) ,21-d Cubic compressive strength (MPa),28-d Cubic compressive strength (MPa),56-d Cubic compressive strength (MPa),90-d Cubic compressive strength (MPa) ,180-d Cubic compressive strength (MPa),365-d Cubic compressive strength (MPa) ,1-d Cylindrical compressive strength (MPa),2-d Cylindrical compressive strength (MPa),3-d Cylindrical compressive strength (MPa),4-d Cylindrical compressive strength (MPa),5-d Cylindrical compressive strength (MPa),7-d Cylindrical compressive strength (MPa),12-d Cylindrical compressive strength (MPa),14-d Cylindrical compressive strength (MPa),21-d Cylindrical compressive strength (MPa),28-d Cylindrical compressive strength (MPa),56-d Cylindrical compressive strength (MPa) ,90-d Cylindrical compressive strength (MPa),180-d Cylindrical compressive strength (MPa) ,365-d Cylindrical compressive strength (MPa),Slump (mm),flowtable,"CO2 footprint
(kg emision per 1m3 of samples produced and cured)
[108] and [109] used"
99,[2],FA-II,47.8,24.4,17.4,2.42,1.99,0.31,0.55,0.29,1.328,2.0,0.0,0.0,1.1,,476.0,,,,,1294.0,554.0,1848.0,,,120.0,14.70%,29.40%,56%,48.0,8.0,0.352941176,0.4,2.0,3.9,0.2,0.0,0.0,0.0,99.72,60.0,24.0,46.4,48.0,,,,,,,,,,,,,61.0,,,58.0,,64.0,,60.0,61.0,63.0,,,,,105.8471333
133,[5],GP1,50.3,26.3,13.6,2.27,1.44,0.36,0.55,0.32,0.0,1.58,0.0,0.0,0.6,,408.0,,,,,1201.0,647.0,1848.0,,,103.0,14.73%,29.75%,56%,41.0,14.0,0.352941176,0.398058252,2.0,4.5,0.2,0.0,0.01495098,6.1,78.8856,60.0,24.0,24.736,27.888,,,,,,,,,,,,,,,,30.92,,,,34.86,,,,,260.0,,125.4771333
134,[5],GP2,50.3,26.3,13.6,2.27,1.44,0.36,0.55,0.32,0.0,1.58,0.0,0.0,0.6,,408.0,,,,,1201.0,647.0,1848.0,,,103.0,14.73%,29.75%,56%,41.0,14.0,0.352941176,0.398058252,2.0,4.5,0.2,0.0,0.01495098,6.1,78.8856,60.0,24.0,30.656,33.088,,,,,,,,,,,,,,,,38.32,,,,41.36,,,,,230.0,,125.4771333
135,[5],GP3,50.3,26.3,13.6,2.27,1.44,0.36,0.55,0.32,0.0,1.58,0.0,0.0,0.6,,408.0,,,,,1201.0,647.0,1848.0,,,103.0,14.73%,29.75%,56%,41.0,14.0,0.352941176,0.398058252,2.0,4.5,0.2,0.0,0.01495098,6.1,78.8856,60.0,24.0,53.672,54.024,,,,,,,,,,,,,,,,67.09,,,,67.53,,,,,270.0,,125.4771333
136,[5],GP4,50.3,26.3,13.6,2.27,1.44,0.36,0.55,0.32,0.0,1.58,0.0,0.0,0.6,,444.0,,,,,1140.0,630.0,1770.0,,,111.0,14.73%,29.75%,56%,44.0,14.0,0.349099099,0.396396396,2.0,4.0,0.2,0.0,0.013738739,6.1,78.8856,60.0,24.0,36.768,38.448,,,,,,,,,,,,,,,,45.96,,,,48.06,,,,,270.0,,131.3439333
137,[5],GP5,50.3,26.3,13.6,2.27,1.44,0.36,0.55,0.32,0.0,1.58,0.0,0.0,0.6,,356.0,,,,,1248.0,672.0,1920.0,,,89.0,14.73%,29.75%,56%,36.0,14.0,0.351123596,0.404494382,2.0,5.4,0.2,0.0,0.017134831,6.1,84.6472,60.0,24.0,19.352,20.352,,,,,,,,,,,,,,,,24.19,,,,25.44,,,,,260.0,,115.2127333
138,[5],GP6,50.3,26.3,13.6,2.27,1.44,0.36,0.55,0.32,0.0,1.58,0.0,0.0,0.6,,424.0,,,,,1201.0,647.0,1848.0,,,91.0,14.73%,29.75%,56%,36.0,14.0,0.299528302,0.395604396,2.0,4.4,0.2,0.0,0.014386792,6.1,68.9128,60.0,24.0,25.96,28.904,,,,,,,,,,,,,,,,32.45,,,,36.13,,,,,240.0,,115.8591333
139,[5],GP7,50.3,26.3,13.6,2.27,1.44,0.36,0.55,0.32,0.0,1.58,0.0,0.0,0.6,,381.0,,,,,1201.0,647.0,1848.0,,,122.0,14.73%,29.75%,56%,49.0,14.0,0.448818898,0.401639344,2.0,4.9,0.2,0.0,0.016010499,6.1,78.8856,60.0,24.0,28.112,28.408,,,,,,,,,,,,,,,,35.14,,,,35.51,,,,,260.0,,140.7883333
140,[5],GP8,50.3,26.3,13.6,2.27,1.44,0.36,0.55,0.32,0.0,1.58,0.0,0.0,0.6,,408.0,,,,,1292.0,554.0,1846.0,,,103.0,14.73%,29.75%,56%,41.0,14.0,0.352941176,0.398058252,2.0,4.5,0.2,0.0,0.01495098,6.1,70.0232,60.0,24.0,25.6,28.8,,,,,,,,,,,,,,,,32.0,,,,36.0,,,,,250.0,,125.4675333
141,[6],AAS5-0.75,33.45,13.46,0.31,41.74,5.99,0.16,0.29,2.74,0.84,0.12,0.0,0.4,0.0,,,419.0,,,,1039.0,784.0,1823.0,,,53.0,14.70%,29.40%,56%,56.0,10.0,0.260143198,1.056603774,2.0,4.4,0.5,0.0,0.0,0.0,200.227,25.0,24.0,20.0,26.32,,,,,,,,,,,,,,,,25.0,,,,32.9,,36.6,,,150.0,,92.5144
142,[6],AAS5-1.00,33.45,13.46,0.31,41.74,5.99,0.16,0.29,2.74,0.84,0.12,0.0,0.4,0.0,,,415.0,,,,1039.0,784.0,1823.0,,,71.0,14.70%,29.40%,56%,46.0,10.0,0.281927711,0.647887324,2.0,4.4,0.5,0.0,0.0,0.0,203.289,25.0,24.0,28.32,35.44,,,,,,,,,,,,,,,,35.4,,,,44.3,,45.3,,,95.0,,91.1264
143,[6],AAS5-1.25,33.45,13.46,0.31,41.74,5.99,0.16,0.29,2.74,0.84,0.12,0.0,0.4,0.0,,,412.0,,,,1039.0,784.0,1823.0,,,87.0,14.70%,29.40%,56%,33.0,10.0,0.291262136,0.379310345,2.0,4.4,0.5,0.0,0.0,0.0,203.433,25.0,24.0,29.6,34.8,,,,,,,,,,,,,,,,37.0,,,,43.5,,43.5,,,70.0,,86.7724
144,[6],G7.5-0.75,49.45,29.61,10.72,3.47,1.3,0.31,0.54,0.27,1.76,0.53,0.0,0.17,1.45,,476.0,,,,,1039.0,784.0,1823.0,,,90.0,14.70%,29.40%,56%,95.0,10.0,0.388655462,1.055555556,2.0,3.8,0.3,0.0,0.0,0.0,147.31,25.0,24.0,31.28,35.52,,,,,,,,,,,,,,,,39.1,,,,44.4,,46.1,,,300.0,,115.8244
145,[6],G7.5-1.00,49.45,29.61,10.72,3.47,1.3,0.31,0.54,0.27,1.76,0.53,0.0,0.17,1.45,,467.0,,,,,1039.0,784.0,1823.0,,,119.0,14.70%,29.40%,56%,75.0,10.0,0.415417559,0.630252101,2.0,3.9,0.3,0.0,0.0,0.0,149.521,25.0,24.0,41.04,42.64,,,,,,,,,,,,,,,,51.3,,,,53.3,,53.6,,,300.0,,110.9084
146,[6],G7.5-1.25,49.45,29.61,10.72,3.47,1.3,0.31,0.54,0.27,1.76,0.53,0.0,0.17,1.45,,461.0,,,,,1039.0,784.0,1823.0,,,147.0,14.70%,29.40%,56%,56.0,10.0,0.440347072,0.380952381,2.0,4.0,0.3,0.0,0.0,0.0,151.773,25.0,24.0,42.0,45.52,,,,,,,,,,,,,,,,52.5,,,,56.9,,57.3,,,300.0,,106.4104
147,[7],,61.18,25.0,6.47,1.34,0.0,0.051,0.0,0.0,0.0,0.0,0.0,0.0,1.63,,400.0,,,,,1056.0,704.0,1760.0,2.64,2.43,171.42,12.65%,29.93%,57%,68.57,10.0,0.599975,0.400011667,2.4,4.4,0.4,0.0,0.015,6.0,143.171364,60.0,24.0,25.22,27.02,,,25.22,25.63,26.19,27.02,,,,,,,,,,,,,,,,,,,160.0,,158.0221533
148,[7],,61.18,25.0,6.47,1.34,0.0,0.051,0.0,0.0,0.0,0.0,0.0,0.0,1.63,,400.0,,,,,1056.0,704.0,1760.0,2.64,2.43,171.42,12.65%,29.93%,57%,68.57,12.0,0.599975,0.400011667,2.4,4.4,0.3,0.0,0.015,6.0,137.685764,60.0,24.0,27.38,29.33,,,27.38,28.11,28.9,29.33,,,,,,,,,,,,,,,,,,,140.0,,168.5270773
149,[7],,61.18,25.0,6.47,1.34,0.0,0.051,0.0,0.0,0.0,0.0,0.0,0.0,1.63,,400.0,,,,,1056.0,704.0,1760.0,2.64,2.43,171.42,12.65%,29.93%,57%,68.57,14.0,0.599975,0.400011667,2.4,4.4,0.3,0.0,0.015,6.0,132.200164,60.0,24.0,28.18,31.0,,,28.18,28.86,28.97,31.0,,,,,,,,,,,,,,,,,,,135.0,,179.0320013
150,[7],,61.18,25.0,6.47,1.34,0.0,0.051,0.0,0.0,0.0,0.0,0.0,0.0,1.63,,400.0,,,,,1056.0,704.0,1760.0,2.64,2.43,171.42,12.65%,29.93%,57%,68.57,16.0,0.599975,0.400011667,2.4,4.4,0.3,0.0,0.015,6.0,126.714564,60.0,24.0,29.8,32.2,,,29.8,29.82,30.7,32.2,,,,,,,,,,,,,,,,,,,110.0,,189.5369253
151,[8],P3-6,45.766,16.496,12.728,15.556,0.0,0.0,0.0,1.912,0.0,0.0,0.0,0.0,0.8,,320.0,,,,80.0,956.0,751.0,1707.0,,,180.0,15.36%,33.28%,51%,72.0,14.0,0.63,0.4,2.2,4.3,0.3,0.0,0.0,0.0,124.128,25.0,24.0,23.0968,27.87096,,,,,,,,,,,,,25.6452,,,28.871,,33.871,,34.8387,31.9355,30.9677,,,,,151.4864
152,[8],P3-7,45.766,16.496,12.728,15.556,0.0,0.0,0.0,1.912,0.0,0.0,0.0,0.0,0.8,,280.0,,,,70.0,990.0,778.0,1768.0,,,181.0,15.36%,33.28%,51%,72.0,14.0,0.722857143,0.397790055,2.2,5.1,0.4,0.0,0.0,0.0,124.6416,25.0,24.0,22.32256,24.77416,,,,,,,,,,,,,20.8065,,,27.9032,,29.8387,,30.9677,29.8387,25.8065,,,,,151.9792
153,[8],P4-7,45.766,16.496,12.728,15.556,0.0,0.0,0.0,1.912,0.0,0.0,0.0,0.0,0.8,,320.0,,,,80.0,920.0,722.0,1642.0,,,207.0,15.36%,33.28%,51%,83.0,14.0,0.725,0.400966184,2.2,4.1,0.4,0.0,0.0,0.0,142.8352,25.0,24.0,19.87096,21.5484,,,,,,,,,,,,,19.8387,,,24.8387,,26.7742,,26.9355,25.8065,22.9032,,,,,172.6908
154,[8],P4-8,45.766,16.496,12.728,15.556,0.0,0.0,0.0,1.912,0.0,0.0,0.0,0.0,0.8,,320.0,,,,80.0,884.0,694.0,1578.0,,,233.0,15.36%,33.28%,51%,93.0,14.0,0.815,0.399141631,2.2,3.9,0.4,0.0,0.0,0.0,160.5888,25.0,24.0,15.0968,15.0968,,,,,,,,,,,,,14.8387,,,18.871,,21.9355,,18.871,16.9355,16.7742,,,,,192.4676
155,[8],P5-7,45.766,16.496,12.728,15.556,0.0,0.0,0.0,1.912,0.0,0.0,0.0,0.0,0.8,,360.0,,,,90.0,850.0,667.0,1517.0,,,232.0,15.36%,33.28%,51%,93.0,14.0,0.722222222,0.400862069,2.2,3.4,0.4,0.0,0.0,0.0,160.0752,25.0,24.0,19.87096,24.6452,,,,,,,,,,,,,16.7742,,,24.8387,,27.7419,,30.8065,24.8387,22.9032,,,,,191.9748
156,[8],P6-7,45.766,16.496,12.728,15.556,0.0,0.0,0.0,1.912,0.0,0.0,0.0,0.0,0.8,,400.0,,,,100.0,746.0,617.0,1363.0,,,265.0,15.36%,33.28%,51%,106.0,14.0,0.742,0.4,2.2,2.7,0.4,0.0,0.0,0.0,182.744,25.0,24.0,18.32256,19.0968,,,,,,,,,,,,,15.8065,,,22.9032,,26.7742,,23.871,21.9355,19.8387,,,,,217.2168
192,[11],S1,51.3,30.1,4.57,8.73,0.0,0.0,1.56,1.4,0.698,1.6,0.0,0.0,0.0,,400.0,,,,,950.0,850.0,1800.0,2.66,2.61,143.0,14.26%,29.43%,56%,57.0,12.0,0.5,0.398601399,2.1,4.5,0.4,0.0,0.07,28.0,174.9633,70.0,24.0,46.94,48.53,45.01,45.85,46.94,,,48.53,,,,,,,,,,,,,,,,,,,,,195.6294
193,[11],S2,51.3,30.1,4.57,8.73,0.0,0.0,1.56,1.4,0.698,1.6,0.0,0.0,0.0,,400.0,,,,,950.0,850.0,1800.0,2.66,2.61,143.0,14.26%,29.43%,56%,57.0,12.0,0.5,0.398601399,2.1,4.5,0.4,0.0,0.07,28.0,174.9633,70.0,24.0,52.26,53.8,51.03,51.98,52.26,,,53.8,,,,,,,,,,,,,,,,,,,,,224.5044
194,[11],S3,51.3,30.1,4.57,8.73,0.0,0.0,1.56,1.4,0.698,1.6,0.0,0.0,0.0,,400.0,,,,,950.0,850.0,1800.0,2.66,2.61,143.0,14.26%,29.43%,56%,57.0,12.0,0.5,0.398601399,2.1,4.5,0.4,0.0,0.07,28.0,174.9633,70.0,24.0,52.69,53.92,51.41,52.2,52.69,,,53.92,,,,,,,,,,,,,,,,,,,,,253.3794
195,[11],S4,51.3,30.1,4.57,8.73,0.0,0.0,1.56,1.4,0.698,1.6,0.0,0.0,0.0,,400.0,,,,,950.0,850.0,1800.0,2.66,2.61,143.0,14.26%,29.43%,56%,57.0,12.0,0.5,0.398601399,2.1,4.5,0.4,0.0,0.07,28.0,174.9633,70.0,24.0,52.72,53.99,51.68,52.33,52.72,,,53.99,,,,,,,,,,,,,,,,,,,,,282.2544
196,[11],S5,51.3,30.1,4.57,8.73,0.0,0.0,1.56,1.4,0.698,1.6,0.0,0.0,0.0,,400.0,,,,,950.0,850.0,1800.0,2.66,2.61,143.0,14.26%,29.43%,56%,57.0,12.0,0.5,0.398601399,2.1,4.5,0.4,0.0,0.07,28.0,174.9633,60.0,24.0,45.98,47.54,44.81,45.64,45.98,,,47.54,,,,,,,,,,,,,,,,,,,,,211.6710667
197,[11],S6,51.3,30.1,4.57,8.73,0.0,0.0,1.56,1.4,0.698,1.6,0.0,0.0,0.0,,400.0,,,,,950.0,850.0,1800.0,2.66,2.61,143.0,14.26%,29.43%,56%,57.0,12.0,0.5,0.398601399,2.1,4.5,0.4,0.0,0.07,28.0,174.9633,70.0,24.0,52.26,53.8,51.03,51.98,52.26,,,53.8,,,,,,,,,,,,,,,,,,,,,224.5044
198,[11],S7,51.3,30.1,4.57,8.73,0.0,0.0,1.56,1.4,0.698,1.6,0.0,0.0,0.0,,400.0,,,,,950.0,850.0,1800.0,2.66,2.61,143.0,14.26%,29.43%,56%,57.0,12.0,0.5,0.398601399,2.1,4.5,0.4,0.0,0.07,28.0,174.9633,80.0,24.0,49.8,50.77,48.56,49.22,49.8,,,50.77,,,,,,,,,,,,,,,,,,,,,237.3377333
199,[11],S8,51.3,30.1,4.57,8.73,0.0,0.0,1.56,1.4,0.698,1.6,0.0,0.0,0.0,,400.0,,,,,950.0,850.0,1800.0,2.66,2.61,143.0,14.26%,29.43%,56%,57.0,12.0,0.5,0.398601399,2.1,4.5,0.4,0.0,0.07,28.0,174.9633,90.0,24.0,49.67,50.42,47.99,48.83,49.67,,,50.42,,,,,,,,,,,,,,,,,,,,,250.1710667
218,[13],,50.5,26.57,13.77,2.13,1.54,0.45,0.77,0.41,0.0,0.0,0.0,0.0,0.0,,408.0,,,,,1201.0,647.0,1848.0,2.64,2.58,103.0,14.70%,29.40%,55.90%,41.0,14.0,0.352941176,0.398058252,2.0,4.5,0.3,0.0,0.01495098,6.1,105.077,24.0,24.0,24.3028,27.64336,,,,,,,,,,,,,,,,30.3785,,,,34.5542,,38.2416,,,260.0,,103.0188
219,[13],,50.5,26.57,13.77,2.13,1.54,0.45,0.77,0.41,0.0,0.0,0.0,0.0,0.0,,408.0,,,,,1201.0,647.0,1848.0,2.64,2.58,103.0,14.70%,29.40%,55.90%,41.0,14.0,0.352941176,0.398058252,2.0,4.5,0.2,0.0,0.01495098,6.1,99.977,24.0,24.0,30.49112,32.59376,,,,,,,,,,,,,,,,38.1139,,,,40.7422,,42.6619,,,230.0,,103.0188
220,[13],,50.5,26.57,13.77,2.13,1.54,0.45,0.77,0.41,0.0,0.0,0.0,0.0,0.0,,408.0,,,,,1201.0,647.0,1848.0,2.64,2.58,103.0,14.70%,29.40%,55.90%,41.0,14.0,0.352941176,0.398058252,2.0,4.5,0.2,0.0,0.01495098,6.1,95.777,24.0,24.0,53.29744,53.63232,,,,,,,,,,,,,,,,66.6218,,,,67.0404,,75.3689,,,270.0,,103.0188
221,[13],,50.5,26.57,13.77,2.13,1.54,0.45,0.77,0.41,0.0,0.0,0.0,0.0,0.0,,444.0,,,,,1170.0,630.0,1800.0,2.64,2.58,111.0,14.70%,29.40%,55.90%,44.0,14.0,0.349099099,0.396396396,2.0,4.1,0.2,0.0,0.013738739,6.1,110.869,24.0,24.0,36.72544,38.66488,,,,,,,,,,,,,,,,45.9068,,,,48.3311,,51.0629,,,260.0,,109.0296
222,[13],,50.5,26.57,13.77,2.13,1.54,0.45,0.77,0.41,0.0,0.0,0.0,0.0,0.0,,356.0,,,,,1248.0,672.0,1920.0,2.64,2.58,89.0,14.70%,29.40%,55.90%,36.0,14.0,0.351123596,0.404494382,2.0,5.4,0.3,0.0,0.017134831,6.1,95.051,24.0,24.0,19.11248,20.24464,,,,,,,,,,,,,,,,23.8906,,,,25.3058,,29.2141,,,240.0,,92.7544
223,[13],,50.5,26.57,13.77,2.13,1.54,0.45,0.77,0.41,0.0,0.0,0.0,0.0,0.0,,424.0,,,,,1201.0,647.0,1848.0,2.64,2.58,91.0,14.70%,29.40%,55.90%,36.0,14.0,0.299528302,0.395604396,2.0,4.4,0.2,0.0,0.014386792,6.1,96.169,24.0,24.0,24.06072,26.80104,,,,,,,,,,,,,,,,30.0759,,,,33.5013,,38.7775,,,250.0,,93.4008
224,[13],,50.5,26.57,13.77,2.13,1.54,0.45,0.77,0.41,0.0,0.0,0.0,0.0,0.0,,381.0,,,,,1201.0,647.0,1848.0,2.64,2.58,122.0,14.70%,29.40%,55.90%,49.0,14.0,0.448818898,0.401639344,2.0,4.9,0.3,0.0,0.016010499,6.1,119.218,24.0,24.0,27.99536,28.30944,,,,,,,,,,,,,,,,34.9942,,,,35.3868,,42.5482,,,250.0,,118.33
225,[13],,50.5,26.57,13.77,2.13,1.54,0.45,0.77,0.41,0.0,0.0,0.0,0.0,0.0,,408.0,,,,,1292.0,554.0,1846.0,2.64,2.58,103.0,14.70%,29.40%,55.90%,41.0,14.0,0.352941176,0.398058252,2.0,4.5,0.3,0.0,0.01495098,6.1,105.077,24.0,24.0,25.90608,28.80976,,,,,,,,,,,,,,,,32.3826,,,,36.0122,,38.0211,,,260.0,,103.0092
226,[13],,50.5,26.57,13.77,2.13,1.54,0.45,0.77,0.41,0.0,0.0,0.0,0.0,0.0,,408.0,,,,,1294.0,554.0,1848.0,2.64,2.58,103.0,14.70%,29.40%,55.90%,41.0,14.0,0.352941176,0.398058252,2.0,4.5,0.3,0.0,0.01495098,6.1,105.077,24.0,24.0,24.75368,27.65816,,,,,,,,,,,,,,,,30.9421,,,,34.5727,,39.0611,,,240.0,,103.0188
230,[15],GBFS-0 3.6,32.29,16.25,2.35,42.45,2.87,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.91,,,400.0,,,,860.0,860.0,1720.0,,,28.0,13.50%,32.40%,54%,84.0,12.5,0.28,3.0,2.4,4.3,0.5,0.0,0.0,0.0,213.148,25.0,24.0,12.67928,17.81136,,,,,,,,,,,,,,,,15.8491,,,,22.2642,,32.0755,33.9623,,,,119.566
231,[15],GBFS-0 4.0,32.29,16.25,2.35,42.45,2.87,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.91,,,400.0,,,,844.0,844.0,1688.0,,,76.0,13.50%,32.40%,54%,76.0,12.5,0.38,1.0,2.4,4.2,0.6,0.0,0.0,0.0,223.116,25.0,24.0,22.64152,27.7736,,,,,,,,,,,,,,,,28.3019,,,,34.717,,46.4151,47.1698,,,,129.0324
232,[15],GBFS 4.4,32.29,16.25,2.35,42.45,2.87,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.91,,,400.0,,,,832.0,832.0,1664.0,,,120.0,13.50%,32.40%,54%,68.0,12.5,0.47,0.566666667,2.4,4.2,0.6,0.0,0.0,0.0,230.92,25.0,24.0,32.0,49.81136,,,,,,,,,,,,,,,,40.0,,,,62.2642,,75.4717,73.5849,,,,137.0972
233,[15],GBFS 10MK 3.6,34.133,19.088,2.115,38.205,2.583,0.0,0.0,0.0,0.45,0.0,0.0,0.0,1.821,,,360.0,,40.0,,836.0,836.0,1672.0,,,80.0,13.50%,32.40%,54%,80.0,12.5,0.4,1.0,2.4,4.2,0.6,0.0,0.0,0.0,223.28,25.0,24.0,33.50944,39.84904,,,,,,,,,,,,,,,,41.8868,,,,49.8113,,55.8491,57.7358,,,,145.3456
234,[15],GBFS 10MK 4.0,34.133,19.088,2.115,38.205,2.583,0.0,0.0,0.0,0.45,0.0,0.0,0.0,1.821,,,360.0,,40.0,,816.0,816.0,1632.0,,,136.0,13.50%,32.40%,54%,72.0,12.5,0.52,0.529411765,2.4,4.1,0.6,0.0,0.0,0.0,233.576,25.0,24.0,48.60376,57.35848,,,,,,,,,,,,,,,,60.7547,,,,71.6981,,76.9811,76.9811,,,,157.6536
235,[15],GBFS 10MK 4.4,34.133,19.088,2.115,38.205,2.583,0.0,0.0,0.0,0.45,0.0,0.0,0.0,1.821,,,360.0,,40.0,,804.0,804.0,1608.0,,,188.0,13.50%,32.40%,54%,64.0,12.5,0.63,0.340425532,2.4,4.0,0.6,0.0,0.0,0.0,245.708,25.0,24.0,37.73584,56.75472,,,,,,,,,,,,,,,,47.1698,,,,70.9434,,71.3208,76.2264,,,,168.5984
236,[15],GBFS 20MK 3.6,35.976,21.926,1.88,33.96,2.296,0.0,0.0,0.0,0.4,0.0,0.0,0.0,1.732,,,320.0,,80.0,,808.0,808.0,1616.0,,,132.0,13.50%,32.40%,54%,78.0,12.5,0.525,0.590909091,2.4,4.0,0.6,0.0,0.0,0.0,234.412,25.0,24.0,36.52832,40.75472,,,,,,,,,,,,,,,,45.6604,,,,50.9434,,56.2264,64.9057,,,,173.0018
237,[15],GBFS 20MK 4.0,35.976,21.926,1.88,33.96,2.296,0.0,0.0,0.0,0.4,0.0,0.0,0.0,1.732,,,320.0,,80.0,,792.0,792.0,1584.0,,,192.0,13.50%,32.40%,54%,68.0,12.5,0.65,0.354166667,2.4,4.0,0.6,0.0,0.0,0.0,245.872,25.0,24.0,36.52832,48.90568,,,,,,,,,,,,,,,,45.6604,,,,61.1321,,69.434,73.9623,,,,184.8732
238,[15],GBFS 20MK 4.4,35.976,21.926,1.88,33.96,2.296,0.0,0.0,0.0,0.4,0.0,0.0,0.0,1.732,,,320.0,,80.0,,768.0,768.0,1536.0,,,256.0,13.50%,32.40%,54%,60.0,12.5,0.79,0.234375,2.4,3.8,0.6,0.0,0.0,0.0,256.496,25.0,24.0,32.60376,45.8868,,,,,,,,,,,,,,,,40.7547,,,,57.3585,,75.4717,76.9811,,,,200.0228
239,[16],,34.58,13.69,0.44,40.67,7.05,0.48,0.64,0.56,0.0,0.0,0.0,0.0,1.13,,,424.0,,,,1078.0,575.0,1653.0,2.62,2.54,46.5,14.80%,29.20%,56%,13.0,12.55762352,0.140330189,0.279569892,2.0,3.9,0.6,0.0,0.0,0.0,248.5100358,25.0,24.0,26.2464,33.58168,,,,,,,,,,,,,29.6562,,,32.808,,,,41.9771,,,,,130.0,,59.2272815
240,[16],,34.58,13.69,0.44,40.67,7.05,0.48,0.64,0.56,0.0,0.0,0.0,0.0,1.13,,,424.0,,,,1078.0,575.0,1653.0,2.62,2.54,58.1,14.80%,29.20%,56%,16.3,12.45035847,0.175471698,0.280550775,2.0,3.9,0.6,0.0,0.0,0.0,252.7183663,25.0,24.0,31.6332,38.51,,,,,,,,,,,,,32.3782,,,39.5415,,,,48.1375,,,,,110.0,,66.44366857
241,[16],,34.58,13.69,0.44,40.67,7.05,0.48,0.64,0.56,0.0,0.0,0.0,0.0,1.13,,,424.0,,,,1078.0,575.0,1653.0,2.62,2.54,69.7,14.80%,29.20%,56%,19.5,12.48100522,0.210377358,0.279770445,2.0,3.9,0.6,0.0,0.0,0.0,256.7968159,25.0,24.0,32.43552,40.80232,,,,,,,,,,,,,37.8223,,,40.5444,,,,51.0029,,,,,95.0,,73.7172775
242,[16],,34.58,13.69,0.44,40.67,7.05,0.48,0.64,0.56,0.0,0.0,0.0,0.0,1.13,,,424.0,,,,1078.0,575.0,1653.0,2.62,2.54,46.5,14.80%,29.20%,56%,13.0,12.55762352,0.140330189,0.279569892,2.0,3.9,0.6,0.0,0.0,0.0,248.5100358,60.0,24.0,32.43552,40.2292,,,,,,,,,,,,,33.3811,,,40.5444,,,,50.2865,,,,,130.0,,81.68561483
243,[16],,34.58,13.69,0.44,40.67,7.05,0.48,0.64,0.56,0.0,0.0,0.0,0.0,1.13,,,424.0,,,,1078.0,575.0,1653.0,2.62,2.54,58.1,14.80%,29.20%,56%,16.3,12.45035847,0.175471698,0.280550775,2.0,3.9,0.6,0.0,0.0,0.0,252.7183663,60.0,24.0,39.31232,46.07448,,,,,,,,,,,,,41.5473,,,49.1404,,,,57.5931,,,,,110.0,,88.90200191
244,[16],,34.58,13.69,0.44,40.67,7.05,0.48,0.64,0.56,0.0,0.0,0.0,0.0,1.13,,,424.0,,,,1078.0,575.0,1653.0,2.62,2.54,69.7,14.80%,29.20%,56%,19.5,12.48100522,0.210377358,0.279770445,2.0,3.9,0.6,0.0,0.0,0.0,256.7968159,60.0,24.0,45.1576,50.08592,,,,,,,,,,,,,50.8596,,,56.447,,,,62.6074,,,,,95.0,,96.17561083
333,[18],GBFS-0 3.6,51.7,29.1,4.76,8.84,0.0,0.0,1.6,1.5,0.702,1.7,0.109,0.0,0.0,,350.0,,,,,1200.0,645.0,1845.0,,,103.0,14.73%,29.75%,56%,41.0,8.0,0.411428571,0.398058252,2.0,5.3,0.3,0.0,0.0,0.0,120.0656,35.0,24.0,11.22704,15.26872,,,,,,,,,,,,,7.6006,,,14.0338,,,,19.0859,20.2211,,,,,,72.4608
334,[18],GBFS-0 4.0,52.8292,28.2405,4.6292,8.5976,0.0147,0.0,1.7014,1.482,0.68154,1.7264,0.10573,0.0,0.0,,339.5,,,,10.5,1200.0,645.0,1845.0,,,103.0,14.73%,29.75%,56%,41.0,8.0,0.411428571,0.398058252,2.0,5.3,0.3,0.0,0.0,0.0,120.0656,35.0,24.0,9.66664,14.33336,,,,,,,,,,,,,9.16667,,,12.0833,,,,17.9167,19.1667,,,,,,72.4188
