Idx_Sample,Ref.,Mixture Code in Ref,SiO2,Al2O3,Fe2O3,CaO,MgO,Na2O,K2O,SO3,TiO2,P2O5,SrO,Mn2O3,LOI,OPC (kg/m3),FA (kg/m3),GGBFS (kg/m3),SF (kg/m3),MK (kg/m3),Other SCM (kg/m3),Coarse aggregate (kg/m3),Fine aggregate (kg in 1m3 mix),Total aggregates (kg in 1m3 mix),Coarse Agg density (kg/m3),Fine Agg density (kg/m3),Total Na2SiO3 (kg in 1m3 of mix),Na2O (l),SiO2 (l),H2O,Total NaOH (kg in 1m3 mix),Concentration (M) NaOH,AL/B,SH/SS,Ms,Ag/B,W/B,Additional water (kg in 1m3 mix),Sp/B,Superplasticizer (kg in 1m3 mix),Total water (in solutions + additional) (kg in 1m3 mix),Initial curing temp (C),Final curing temp (C),7d CS,28d CS,1-d Cubic compressive strength (MPa),3-d Cubic compressive strength (MPa),7-d Cubic compressive strength (MPa),14-d Cubic compressive strength (MPa) ,21-d Cubic compressive strength (MPa),28-d Cubic compressive strength (MPa),56-d Cubic compressive strength (MPa),90-d Cubic compressive strength (MPa) ,180-d Cubic compressive strength (MPa),365-d Cubic compressive strength (MPa) ,1-d Cylindrical compressive strength (MPa),2-d Cylindrical compressive strength (MPa),3-d Cylindrical compressive strength (MPa),4-d Cylindrical compressive strength (MPa),5-d Cylindrical compressive strength (MPa),7-d Cylindrical compressive strength (MPa),12-d Cylindrical compressive strength (MPa),14-d Cylindrical compressive strength (MPa),21-d Cylindrical compressive strength (MPa),28-d Cylindrical compressive strength (MPa),56-d Cylindrical compressive strength (MPa) ,90-d Cylindrical compressive strength (MPa),180-d Cylindrical compressive strength (MPa) ,365-d Cylindrical compressive strength (MPa),Slump (mm),flowtable,"CO2 footprint
(kg emision per 1m3 of samples produced and cured)
[108] and [109] used"
912,[67],GPC-HC-5,58.772,23.615,4.99,6.427,1.191,0.441,1.284,0.487,1.157,0.191,0.0,0.124,1.323,,271.6,38.8,,77.6,,1221.2,620.8,1842.0,2.65,2.8,138.7,14.70%,29.40%,56%,55.3,12.0,0.5,0.398702235,2.0,4.7,0.3,13.3,0.0,0.0,119.5893,75.0,24.0,35.76,35.84,,,,,,,,,,,45.2,,45.7,,,44.7,,,,44.8,,,,,,,149.0118044
913,[67],GPC-HC-6,58.772,23.615,4.99,6.427,1.191,0.441,1.284,0.487,1.157,0.191,0.0,0.124,1.323,,271.6,38.8,,77.6,,1221.2,620.8,1842.0,2.65,2.8,138.7,14.70%,29.40%,56%,55.3,12.0,0.5,0.398702235,2.0,4.7,0.3,13.3,0.0,0.0,119.5893,75.0,24.0,44.16,43.12,,,,,,,,,,,50.5,,52.2,,,55.2,,,,53.9,,,,,,,154.3590267
914,[67],GPC-HC-7,58.772,23.615,4.99,6.427,1.191,0.441,1.284,0.487,1.157,0.191,0.0,0.124,1.323,,271.6,38.8,,77.6,,1221.2,620.8,1842.0,2.65,2.8,138.7,14.70%,29.40%,56%,55.3,12.0,0.5,0.398702235,2.0,4.7,0.3,13.3,0.0,0.0,119.5893,75.0,24.0,47.6,48.0,,,,,,,,,,,55.9,,59.8,,,59.5,,,,60.0,,,,,,,162.37986
915,[67],GPC-HC-8,58.772,23.615,4.99,6.427,1.191,0.441,1.284,0.487,1.157,0.191,0.0,0.124,1.323,,271.6,38.8,,77.6,,1221.2,620.8,1842.0,2.65,2.8,138.7,14.70%,29.40%,56%,55.3,12.0,0.5,0.398702235,2.0,4.7,0.3,13.3,0.0,0.0,119.5893,75.0,24.0,50.24,49.84,,,,,,,,,,,60.2,,62.1,,,62.8,,,,62.3,,,,,,,170.4006933
916,[67],GPC-HC-9,58.772,23.615,4.99,6.427,1.191,0.441,1.284,0.487,1.157,0.191,0.0,0.124,1.323,,271.6,38.8,,77.6,,1221.2,620.8,1842.0,2.65,2.8,138.7,14.70%,29.40%,56%,55.3,12.0,0.5,0.398702235,2.0,4.7,0.3,13.3,0.0,0.0,119.5893,90.0,24.0,41.52,41.76,,,,,,,,,,,51.1,,48.5,,,51.9,,,,52.2,,,,,,,152.2201378
917,[67],GPC-HC-10,58.772,23.615,4.99,6.427,1.191,0.441,1.284,0.487,1.157,0.191,0.0,0.124,1.323,,271.6,38.8,,77.6,,1221.2,620.8,1842.0,2.65,2.8,138.7,14.70%,29.40%,56%,55.3,12.0,0.5,0.398702235,2.0,4.7,0.3,13.3,0.0,0.0,119.5893,90.0,24.0,44.8,46.88,,,,,,,,,,,54.1,,57.2,,,56.0,,,,58.6,,,,,,,159.1715267
918,[67],GPC-HC-11,58.772,23.615,4.99,6.427,1.191,0.441,1.284,0.487,1.157,0.191,0.0,0.124,1.323,,271.6,38.8,,77.6,,1221.2,620.8,1842.0,2.65,2.8,138.7,14.70%,29.40%,56%,55.3,12.0,0.5,0.398702235,2.0,4.7,0.3,13.3,0.0,0.0,119.5893,90.0,24.0,47.28,47.84,,,,,,,,,,,56.0,,61.8,,,59.1,,,,59.8,,,,,,,169.59861
919,[67],GPC-HC-12,58.772,23.615,4.99,6.427,1.191,0.441,1.284,0.487,1.157,0.191,0.0,0.124,1.323,,271.6,38.8,,77.6,,1221.2,620.8,1842.0,2.65,2.8,138.7,14.70%,29.40%,56%,55.3,12.0,0.5,0.398702235,2.0,4.7,0.3,13.3,0.0,0.0,119.5893,90.0,24.0,50.64,48.56,,,,,,,,,,,60.5,,60.8,,,63.3,,,,60.7,,,,,,,180.0256933
933,[69],GPF,50.7,28.8,8.8,2.38,1.39,0.84,2.4,0.3,0.0,0.0,0.0,0.0,3.79,,400.0,,,,,1293.0,554.0,1847.0,2.5,2.6,112.9,11.40%,28.50%,60%,45.2,14.0,0.39525,0.400354296,2.5,4.6,0.2,0.0,0.01,4.0,90.1409,100.0,24.0,35.9312,45.7323,,30.1851,35.9312,40.4108,40.2829,45.7323,,,,,,,,,,,,,,,,,,,30.0,,251.47708
934,[69],GP1,52.8485,27.4015,8.425,2.2765,1.3625,0.818,2.335,0.293,0.0,0.0,0.0,0.0,3.7055,,380.0,,20.0,,,1293.0,554.0,1847.0,2.5,2.6,112.9,11.40%,28.50%,60%,45.2,14.0,0.39525,0.400354296,2.5,4.6,0.2,0.0,0.01,4.0,90.1409,100.0,24.0,44.1737,46.4595,,43.7608,44.1737,44.7745,44.648,46.4595,,,,,,,,,,,,,,,,,,,30.0,,251.67708
935,[69],GP2,54.997,26.003,8.05,2.173,1.335,0.796,2.27,0.286,0.0,0.0,0.0,0.0,3.621,,360.0,,40.0,,,1293.0,554.0,1847.0,2.5,2.6,112.9,11.40%,28.50%,60%,45.2,14.0,0.39525,0.400354296,2.5,4.6,0.2,0.0,0.01,4.0,90.1409,100.0,24.0,49.0221,49.8535,,36.973,49.0221,49.6215,49.7375,49.8535,,,,,,,,,,,,,,,,,,,28.0,,251.87708
936,[69],GP3,57.1455,24.6045,7.675,2.0695,1.3075,0.774,2.205,0.279,0.0,0.0,0.0,0.0,3.5365,,340.0,,60.0,,,1293.0,554.0,1847.0,2.5,2.6,112.9,11.40%,28.50%,60%,45.2,14.0,0.39525,0.400354296,2.5,4.6,0.2,0.0,0.01,4.0,90.1409,100.0,24.0,43.9312,51.0656,,44.0033,43.9312,44.773,46.345,51.0656,,,,,,,,,,,,,,,,,,,28.0,,252.07708
937,[69],GP4,59.294,23.206,7.3,1.966,1.28,0.752,2.14,0.272,0.0,0.0,0.0,0.0,3.452,,320.0,,80.0,,,1293.0,554.0,1847.0,2.5,2.6,112.9,11.40%,28.50%,60%,45.2,14.0,0.39525,0.400354296,2.5,4.6,0.2,0.0,0.01,4.0,90.1409,100.0,24.0,63.8085,69.0035,,63.1533,63.8085,67.5609,67.4345,69.0035,,,,,,,,,,,,,,,,,,,15.0,,252.27708
952,[72],SiO3/OH = 0.5 60ºC AL/GGBFS = 0.25,34.01,16.62,1.71,34.85,9.11,0.48,0.46,1.55,0.69,0.04,0.0,0.0,0.25,,,560.0,,,,1148.0,668.0,1816.0,2.74,2.74,108.0,23.30%,20.80%,56%,32.0,14.0,0.25,0.296296296,0.9,3.2,0.1,0.0,0.0,0.0,74.452,60.0,24.0,26.84,30.27,,18.65,26.84,,,30.27,36.45,,,,,,,,,,,,,,,,,,,,116.6481833
953,[72],SiO3/OH = 1.5 60ºC AL/GGBFS = 0.25,34.01,16.62,1.71,34.85,9.11,0.48,0.46,1.55,0.69,0.04,0.0,0.0,0.3,,,560.0,,,,1148.0,668.0,1816.0,2.74,2.74,129.0,23.30%,20.80%,56%,39.0,14.0,0.3,0.302325581,0.9,3.2,0.2,0.0,0.0,0.0,89.271,60.0,24.0,30.65,33.47,,21.72,30.65,,,33.47,42.6,,,,,,,,,,,,,,,,,,,,131.7149833
954,[72],SiO3/OH = 2.5 60ºC AL/GGBFS = 0.25,34.01,16.62,1.71,34.85,9.11,0.48,0.46,1.55,0.69,0.04,0.0,0.0,0.35,,,560.0,,,,1148.0,668.0,1816.0,2.74,2.74,151.0,23.30%,20.80%,56%,45.0,14.0,0.35,0.298013245,0.9,3.2,0.2,0.0,0.0,0.0,104.209,60.0,24.0,27.24,32.76,,24.96,27.24,,,32.76,49.24,,,,,,,,,,,,,,,,,,,,146.0693833
955,[72],SiO3/OH = 0.5 60ºC AL/GGBFS = 0.30,34.01,16.62,1.71,34.85,9.11,0.48,0.46,1.55,0.69,0.04,0.0,0.0,0.25,,,560.0,,,,1148.0,668.0,1816.0,2.74,2.74,82.0,23.30%,20.80%,56%,58.0,14.0,0.25,0.707317073,0.9,3.2,0.1,0.0,0.0,0.0,71.358,60.0,24.0,31.11,35.68,,29.13,31.11,,,35.68,39.87,,,,,,,,,,,,,,,,,,,,135.1705833
956,[72],SiO3/OH = 1.5 60ºC AL/GGBFS = 0.30,34.01,16.62,1.71,34.85,9.11,0.48,0.46,1.55,0.69,0.04,0.0,0.0,0.3,,,560.0,,,,1148.0,668.0,1816.0,2.74,2.74,89.0,23.30%,20.80%,56%,69.0,14.0,0.282142857,0.775280899,0.9,3.2,0.1,0.0,0.0,0.0,80.111,60.0,24.0,33.87,34.42,,30.23,33.87,,,34.42,35.95,,,,,,,,,,,,,,,,,,,,149.4869833
957,[72],SiO3/OH = 2.5 60ºC AL/GGBFS = 0.30,34.01,16.62,1.71,34.85,9.11,0.48,0.46,1.55,0.69,0.04,0.0,0.0,0.35,,,560.0,,,,1148.0,668.0,1816.0,2.74,2.74,115.0,23.30%,20.80%,56%,81.0,14.0,0.35,0.704347826,0.9,3.2,0.2,0.0,0.0,0.0,99.925,60.0,24.0,25.4,29.42,,17.09,25.4,,,29.42,35.9,,,,,,,,,,,,,,,,,,,,171.7157833
958,[72],SiO3/OH = 0.5 60ºC AL/GGBFS = 0.35,34.01,16.62,1.71,34.85,9.11,0.48,0.46,1.55,0.69,0.04,0.0,0.0,0.25,,,560.0,,,,1148.0,668.0,1816.0,2.74,2.74,54.0,23.30%,20.80%,56%,84.0,14.0,0.246428571,1.555555556,0.9,3.2,0.1,0.0,0.0,0.0,67.146,60.0,24.0,24.24,28.88,,21.26,24.24,,,28.88,30.12,,,,,,,,,,,,,,,,,,,,152.9729833
959,[72],SiO3/OH = 1.5 60ºC AL/GGBFS = 0.35,34.01,16.62,1.71,34.85,9.11,0.48,0.46,1.55,0.69,0.04,0.0,0.0,0.3,,,560.0,,,,1148.0,668.0,1816.0,2.74,2.74,64.0,23.30%,20.80%,56%,104.0,14.0,0.3,1.625,0.9,3.2,0.1,0.0,0.0,0.0,81.536,60.0,24.0,26.68,32.02,,24.46,26.68,,,32.02,35.2,,,,,,,,,,,,,,,,,,,,178.0209833
960,[72],SiO3/OH = 2.5 60ºC AL/GGBFS = 0.35,34.01,16.62,1.71,34.85,9.11,0.48,0.46,1.55,0.69,0.04,0.0,0.0,0.35,,,560.0,,,,1148.0,668.0,1816.0,2.74,2.74,75.0,23.30%,20.80%,56%,121.0,14.0,0.35,1.613333333,0.9,3.2,0.2,0.0,0.0,0.0,95.165,60.0,24.0,22.8,24.17,,19.44,22.8,,,24.17,32.64,,,,,,,,,,,,,,,,,,,,200.2117833
961,[72],SiO3/OH = 0.5 80ºC AL/GGBFS = 0.25,34.01,16.62,1.71,34.85,9.11,0.48,0.46,1.55,0.69,0.04,0.0,0.0,0.25,,,560.0,,,,1148.0,668.0,1816.0,2.74,2.74,108.0,23.30%,20.80%,56%,32.0,14.0,0.25,0.296296296,0.9,3.2,0.1,0.0,0.0,0.0,74.452,80.0,24.0,29.75,29.67,,27.06,29.75,,,29.67,32.04,,,,,,,,,,,,,,,,,,,,119.8565167
962,[72],SiO3/OH = 1.5 80ºC AL/GGBFS = 0.25,34.01,16.62,1.71,34.85,9.11,0.48,0.46,1.55,0.69,0.04,0.0,0.0,0.3,,,560.0,,,,1148.0,668.0,1816.0,2.74,2.74,129.0,23.30%,20.80%,56%,39.0,14.0,0.3,0.302325581,0.9,3.2,0.2,0.0,0.0,0.0,89.271,80.0,24.0,33.4,34.61,,31.07,33.4,,,34.61,38.26,,,,,,,,,,,,,,,,,,,,134.9233167
963,[72],SiO3/OH = 2.5 80ºC AL/GGBFS = 0.25,34.01,16.62,1.71,34.85,9.11,0.48,0.46,1.55,0.69,0.04,0.0,0.0,0.35,,,560.0,,,,1148.0,668.0,1816.0,2.74,2.74,151.0,23.30%,20.80%,56%,45.0,14.0,0.35,0.298013245,0.9,3.2,0.2,0.0,0.0,0.0,104.209,80.0,24.0,42.42,44.64,,38.71,42.42,,,44.64,50.11,,,,,,,,,,,,,,,,,,,,149.2777167
964,[72],SiO3/OH = 0.5 80ºC AL/GGBFS = 0.30,34.01,16.62,1.71,34.85,9.11,0.48,0.46,1.55,0.69,0.04,0.0,0.0,0.25,,,560.0,,,,1148.0,668.0,1816.0,2.74,2.74,82.0,23.30%,20.80%,56%,58.0,14.0,0.25,0.707317073,0.9,3.2,0.1,0.0,0.0,0.0,71.358,80.0,24.0,31.33,32.98,,28.1,31.33,,,32.98,51.07,,,,,,,,,,,,,,,,,,,,138.3789167
965,[72],SiO3/OH = 1.5 80ºC AL/GGBFS = 0.30,34.01,16.62,1.71,34.85,9.11,0.48,0.46,1.55,0.69,0.04,0.0,0.0,0.3,,,560.0,,,,1148.0,668.0,1816.0,2.74,2.74,89.0,23.30%,20.80%,56%,69.0,14.0,0.282142857,0.775280899,0.9,3.2,0.1,0.0,0.0,0.0,80.111,80.0,24.0,31.76,41.96,,28.65,31.76,,,41.96,48.8,,,,,,,,,,,,,,,,,,,,152.6953167
966,[72],SiO3/OH = 2.5 80ºC AL/GGBFS = 0.30,34.01,16.62,1.71,34.85,9.11,0.48,0.46,1.55,0.69,0.04,0.0,0.0,0.35,,,560.0,,,,1148.0,668.0,1816.0,2.74,2.74,115.0,23.30%,20.80%,56%,81.0,14.0,0.35,0.704347826,0.9,3.2,0.2,0.0,0.0,0.0,99.925,80.0,24.0,31.64,37.26,,24.95,31.64,,,37.26,42.85,,,,,,,,,,,,,,,,,,,,174.9241167
967,[72],SiO3/OH = 0.5 80ºC AL/GGBFS = 0.35,34.01,16.62,1.71,34.85,9.11,0.48,0.46,1.55,0.69,0.04,0.0,0.0,0.25,,,560.0,,,,1148.0,668.0,1816.0,2.74,2.74,54.0,23.30%,20.80%,56%,84.0,14.0,0.246428571,1.555555556,0.9,3.2,0.1,0.0,0.0,0.0,67.146,80.0,24.0,32.74,37.65,,24.45,32.74,,,37.65,41.24,,,,,,,,,,,,,,,,,,,,156.1813167
968,[72],SiO3/OH = 1.5 80ºC AL/GGBFS = 0.35,34.01,16.62,1.71,34.85,9.11,0.48,0.46,1.55,0.69,0.04,0.0,0.0,0.3,,,560.0,,,,1148.0,668.0,1816.0,2.74,2.74,64.0,23.30%,20.80%,56%,104.0,14.0,0.3,1.625,0.9,3.2,0.1,0.0,0.0,0.0,81.536,80.0,24.0,29.84,39.05,,27.26,29.84,,,39.05,44.71,,,,,,,,,,,,,,,,,,,,181.2293167
969,[72],SiO3/OH = 2.5 80ºC AL/GGBFS = 0.35,34.01,16.62,1.71,34.85,9.11,0.48,0.46,1.55,0.69,0.04,0.0,0.0,0.35,,,560.0,,,,1148.0,668.0,1816.0,2.74,2.74,75.0,23.30%,20.80%,56%,121.0,14.0,0.35,1.613333333,0.9,3.2,0.2,0.0,0.0,0.0,95.165,80.0,24.0,27.65,30.01,,21.09,27.65,,,30.01,39.56,,,,,,,,,,,,,,,,,,,,203.4201167
970,[72],SiO3/OH = 0.5 100ºC AL/GGBFS = 0.25,34.01,16.62,1.71,34.85,9.11,0.48,0.46,1.55,0.69,0.04,0.0,0.0,0.25,,,560.0,,,,1148.0,668.0,1816.0,2.74,2.74,108.0,23.30%,20.80%,56%,32.0,14.0,0.25,0.296296296,0.9,3.2,0.1,0.0,0.0,0.0,74.452,100.0,24.0,27.75,31.24,,25.25,27.75,,,31.24,32.48,,,,,,,,,,,,,,,,,,,,123.06485
971,[72],SiO3/OH = 1.5 100ºC AL/GGBFS = 0.25,34.01,16.62,1.71,34.85,9.11,0.48,0.46,1.55,0.69,0.04,0.0,0.0,0.3,,,560.0,,,,1148.0,668.0,1816.0,2.74,2.74,129.0,23.30%,20.80%,56%,39.0,14.0,0.3,0.302325581,0.9,3.2,0.2,0.0,0.0,0.0,89.271,100.0,24.0,31.11,33.78,,29.74,31.11,,,33.78,34.7,,,,,,,,,,,,,,,,,,,,138.13165
972,[72],SiO3/OH = 2.5 100ºC AL/GGBFS = 0.25,34.01,16.62,1.71,34.85,9.11,0.48,0.46,1.55,0.69,0.04,0.0,0.0,0.35,,,560.0,,,,1148.0,668.0,1816.0,2.74,2.74,151.0,23.30%,20.80%,56%,45.0,14.0,0.35,0.298013245,0.9,3.2,0.2,0.0,0.0,0.0,104.209,100.0,24.0,35.81,35.9,,31.67,35.81,,,35.9,42.0,,,,,,,,,,,,,,,,,,,,152.48605
973,[72],SiO3/OH = 0.5 100ºC AL/GGBFS = 0.30,34.01,16.62,1.71,34.85,9.11,0.48,0.46,1.55,0.69,0.04,0.0,0.0,0.25,,,560.0,,,,1148.0,668.0,1816.0,2.74,2.74,82.0,23.30%,20.80%,56%,58.0,14.0,0.25,0.707317073,0.9,3.2,0.1,0.0,0.0,0.0,71.358,100.0,24.0,30.21,34.44,,27.03,30.21,,,34.44,41.65,,,,,,,,,,,,,,,,,,,,141.58725
974,[72],SiO3/OH = 1.5 100ºC AL/GGBFS = 0.30,34.01,16.62,1.71,34.85,9.11,0.48,0.46,1.55,0.69,0.04,0.0,0.0,0.3,,,560.0,,,,1148.0,668.0,1816.0,2.74,2.74,89.0,23.30%,20.80%,56%,69.0,14.0,0.282142857,0.775280899,0.9,3.2,0.1,0.0,0.0,0.0,80.111,100.0,24.0,29.99,37.64,,28.21,29.99,,,37.64,42.26,,,,,,,,,,,,,,,,,,,,155.90365
975,[72],SiO3/OH = 2.5 100ºC AL/GGBFS = 0.30,34.01,16.62,1.71,34.85,9.11,0.48,0.46,1.55,0.69,0.04,0.0,0.0,0.35,,,560.0,,,,1148.0,668.0,1816.0,2.74,2.74,115.0,23.30%,20.80%,56%,81.0,14.0,0.35,0.704347826,0.9,3.2,0.2,0.0,0.0,0.0,99.925,100.0,24.0,29.9,35.78,,25.02,29.9,,,35.78,40.86,,,,,,,,,,,,,,,,,,,,178.13245
976,[72],SiO3/OH = 0.5 100ºC AL/GGBFS = 0.35,34.01,16.62,1.71,34.85,9.11,0.48,0.46,1.55,0.69,0.04,0.0,0.0,0.25,,,560.0,,,,1148.0,668.0,1816.0,2.74,2.74,54.0,23.30%,20.80%,56%,84.0,14.0,0.246428571,1.555555556,0.9,3.2,0.1,0.0,0.0,0.0,67.146,100.0,24.0,30.26,32.64,,21.75,30.26,,,32.64,40.98,,,,,,,,,,,,,,,,,,,,159.38965
977,[72],SiO3/OH = 1.5 100ºC AL/GGBFS = 0.35,34.01,16.62,1.71,34.85,9.11,0.48,0.46,1.55,0.69,0.04,0.0,0.0,0.3,,,560.0,,,,1148.0,668.0,1816.0,2.74,2.74,64.0,23.30%,20.80%,56%,104.0,14.0,0.3,1.625,0.9,3.2,0.1,0.0,0.0,0.0,81.536,100.0,24.0,28.82,34.97,,23.44,28.82,,,34.97,41.05,,,,,,,,,,,,,,,,,,,,184.43765
978,[72],SiO3/OH = 2.5 100ºC AL/GGBFS = 0.35,34.01,16.62,1.71,34.85,9.11,0.48,0.46,1.55,0.69,0.04,0.0,0.0,0.35,,,560.0,,,,1148.0,668.0,1816.0,2.74,2.74,75.0,23.30%,20.80%,56%,121.0,14.0,0.35,1.613333333,0.9,3.2,0.2,0.0,0.0,0.0,95.165,100.0,24.0,22.25,29.46,,18.95,22.25,,,29.46,31.84,,,,,,,,,,,,,,,,,,,,206.62845
979,[73],G125,29.945,10.0725,3.005,46.1775,2.035,0.2375,0.8025,2.2325,0.46,0.135,0.0,0.0,0.0,225.0,75.0,,,,,1193.02,795.35,1988.37,,,29.46,16.27%,34.64%,49%,11.786,10.0,0.137486667,0.400067889,2.1,6.6,0.5,125.19,0.0,0.0,146.723514,100.0,40.0,25.693423,29.616083,,,25.693423,,,29.616083,,,,,,,,,,,,,,,,,,,,,266.602852
980,[73],G150,40.58,15.835,3.73,31.275,1.69,0.185,0.745,1.505,0.92,0.27,0.0,0.0,0.0,150.0,150.0,,,,,1171.48,780.99,1952.47,,,58.93,16.27%,34.64%,49%,23.57,10.0,0.275,0.399966061,2.1,6.5,0.5,100.38,0.0,0.0,143.450737,100.0,40.0,31.0870805,35.2058735,,,31.0870805,,,35.2058735,,,,,,,,,,,,,,,,,,,,,223.366276
981,[73],G175,51.215,21.5975,4.455,16.3725,1.345,0.1325,0.6875,0.7775,1.38,0.405,0.0,0.0,0.0,75.0,225.0,,,,,1149.96,766.64,1916.6,,,88.39,16.27%,34.64%,49%,35.36,10.0,0.4125,0.400045254,2.1,6.4,0.5,75.57,0.0,0.0,140.176651,100.0,40.0,30.3025485,33.8329425,,,30.3025485,,,33.8329425,,,,,,,,,,,,,,,,,,,,,180.13084
982,[73],G1100,57.9,31.11,5.07,1.29,0.97,0.09,1.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,300.0,,,,,1128.44,752.29,1880.73,,,117.86,16.27%,34.64%,49%,47.14,10.0,0.55,0.399966061,2.1,6.3,0.5,50.76,0.0,0.0,136.901474,100.0,40.0,28.439285,31.38128,,,28.439285,,,31.38128,,,,,,,,,,,,,,,,,,,,,136.891344
983,[73],G225,29.945,10.0725,3.005,46.1775,2.035,0.2375,0.8025,2.2325,0.46,0.135,0.0,0.0,0.0,225.0,75.0,,,,,1193.58,795.73,1989.31,,,24.1,16.27%,34.64%,49%,9.64,10.0,0.112466667,0.4,2.1,6.6,0.5,129.7,0.0,0.0,147.31469,100.0,40.0,22.0649625,25.49729,,,22.0649625,,,25.49729,,,,,,,,,,,,,,,,,,,,,263.033928
984,[73],G250,40.58,15.835,3.73,31.275,1.69,0.185,0.745,1.505,0.92,0.27,0.0,0.0,0.0,150.0,150.0,,,,,1172.64,781.76,1954.4,,,48.21,16.27%,34.64%,49%,19.29,10.0,0.225,0.400124456,2.1,6.5,0.5,109.4,0.0,0.0,144.640289,100.0,40.0,26.085689,29.616083,,,26.085689,,,29.616083,,,,,,,,,,,,,,,,,,,,,216.23786
985,[73],G275,51.215,21.5975,4.455,16.3725,1.345,0.1325,0.6875,0.7775,1.38,0.405,0.0,0.0,0.0,75.0,225.0,,,,,1151.7,767.79,1919.49,,,72.32,16.27%,34.64%,49%,28.93,10.0,0.3375,0.400027655,2.1,6.4,0.5,89.11,0.0,0.0,141.969888,100.0,40.0,25.3992235,28.5373515,,,25.3992235,,,28.5373515,,,,,,,,,,,,,,,,,,,,,169.434132
986,[73],G2100,57.9,31.11,5.07,1.29,0.97,0.09,1.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,300.0,,,,,1130.74,753.83,1884.57,,,96.43,16.27%,34.64%,49%,38.57,10.0,0.45,0.39997926,2.1,6.3,0.5,68.81,0.0,0.0,139.289487,100.0,40.0,23.928226,26.3798885,,,23.928226,,,26.3798885,,,,,,,,,,,,,,,,,,,,,122.630356
987,[73],G325,29.945,10.0725,3.005,46.1775,2.035,0.2375,0.8025,2.2325,0.46,0.135,0.0,0.0,0.0,262.5,87.5,,,,,1123.66,749.11,1872.77,,,34.38,16.27%,34.64%,49%,13.75,10.0,0.137514286,0.399941827,2.1,5.4,0.5,146.06,0.0,0.0,171.187142,100.0,40.0,30.400615,35.0097405,,,30.400615,,,35.0097405,,,,,,,,,,,,,,,,,,,,,300.873596
988,[73],G350,40.58,15.835,3.73,31.275,1.69,0.185,0.745,1.505,0.92,0.27,0.0,0.0,0.0,175.0,175.0,,,,,1098.54,732.36,1830.9,,,68.75,16.27%,34.64%,49%,27.5,10.0,0.275,0.4,2.1,5.2,0.5,117.11,0.0,0.0,167.359375,100.0,40.0,32.8522775,37.1672035,,,32.8522775,,,37.1672035,,,,,,,,,,,,,,,,,,,,,250.42832
989,[73],G375,51.215,21.5975,4.455,16.3725,1.345,0.1325,0.6875,0.7775,1.38,0.405,0.0,0.0,0.0,87.5,262.5,,,,,1073.42,715.62,1789.04,,,103.13,16.27%,34.64%,49%,41.25,10.0,0.412514286,0.399980607,2.1,5.1,0.5,88.17,0.0,0.0,163.546517,100.0,40.0,32.8522775,36.284605,,,32.8522775,,,36.284605,,,,,,,,,,,,,,,,,,,,,199.986692
990,[73],G3100,57.9,31.11,5.07,1.29,0.97,0.09,1.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,350.0,,,,,1048.3,698.87,1747.17,,,137.5,16.27%,34.64%,49%,55.0,10.0,0.55,0.4,2.1,5.0,0.5,59.23,0.0,0.0,159.72875,100.0,40.0,32.361945,35.500073,,,32.361945,,,35.500073,,,,,,,,,,,,,,,,,,,,,149.541416
991,[73],G425,29.945,10.0725,3.005,46.1775,2.035,0.2375,0.8025,2.2325,0.46,0.135,0.0,0.0,0.0,262.5,87.5,,,,,1124.337,749.56,1873.897,,,28.13,16.27%,34.64%,49%,11.25,10.0,0.112514286,0.399928902,2.1,5.4,0.5,151.32,0.0,0.0,171.879017,100.0,40.0,25.693423,29.616083,,,25.693423,,,29.616083,,,,,,,,,,,,,,,,,,,,,296.7140056
992,[73],G450,40.58,15.835,3.73,31.275,1.69,0.185,0.745,1.505,0.92,0.27,0.0,0.0,0.0,175.0,175.0,,,,,1099.9,733.26,1833.16,,,56.25,16.27%,34.64%,49%,22.5,10.0,0.225,0.4,2.1,5.2,0.5,127.64,0.0,0.0,168.753125,100.0,40.0,28.5373515,32.2638785,,,28.5373515,,,32.2638785,,,,,,,,,,,,,,,,,,,,,242.109168
993,[73],G475,51.215,21.5975,4.455,16.3725,1.345,0.1325,0.6875,0.7775,1.38,0.405,0.0,0.0,0.0,87.5,262.5,,,,,1075.44,716.97,1792.41,,,84.38,16.27%,34.64%,49%,33.75,10.0,0.337514286,0.399976298,2.1,5.1,0.5,103.96,0.0,0.0,165.632142,100.0,40.0,27.5566865,30.400615,,,27.5566865,,,30.400615,,,,,,,,,,,,,,,,,,,,,187.507868
994,[73],G4100,57.9,31.11,5.07,1.29,0.97,0.09,1.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,350.0,,,,,1051.0,700.67,1751.67,,,112.5,16.27%,34.64%,49%,45.0,10.0,0.45,0.4,2.1,5.0,0.5,80.28,0.0,0.0,162.50625,100.0,40.0,27.1644205,29.812216,,,27.1644205,,,29.812216,,,,,,,,,,,,,,,,,,,,,132.903016
