Idx_Sample,Ref.,Mixture Code in Ref,SiO2,Al2O3,Fe2O3,CaO,MgO,Na2O,K2O,SO3,TiO2,P2O5,SrO,Mn2O3,MnO,LOI,OPC (kg/m3),FA (kg/m3),GGBFS (kg/m3),SF (kg/m3),MK (kg/m3),Other SCM (kg/m3),Coarse aggregate (kg/m3),Fine aggregate (kg in 1m3 mix),Total aggregates (kg in 1m3 mix),Coarse Agg density (kg/m3),Fine Agg density (kg/m3),Total Na2SiO3 (kg in 1m3 of mix),Na2O (l),SiO2 (l),H2O,Total NaOH (kg in 1m3 mix),Concentration (M) NaOH,AL/B,SH/SS,Ms,Ag/B,W/B,Additional water (kg in 1m3 mix),Sp/B,Superplasticizer (kg in 1m3 mix),Total water (in solutions + additional) (kg in 1m3 mix),Initial curing time (day),Initial curing temp (C),Initial curing rest time (day),Final curing temp (C),7d CS,28d CS,1-d Cubic compressive strength (MPa),3-d Cubic compressive strength (MPa),7-d Cubic compressive strength (MPa),14-d Cubic compressive strength (MPa) ,21-d Cubic compressive strength (MPa),28-d Cubic compressive strength (MPa),56-d Cubic compressive strength (MPa),90-d Cubic compressive strength (MPa) ,180-d Cubic compressive strength (MPa),365-d Cubic compressive strength (MPa) ,1-d Cylindrical compressive strength (MPa),2-d Cylindrical compressive strength (MPa),3-d Cylindrical compressive strength (MPa),4-d Cylindrical compressive strength (MPa),5-d Cylindrical compressive strength (MPa),7-d Cylindrical compressive strength (MPa),12-d Cylindrical compressive strength (MPa),14-d Cylindrical compressive strength (MPa),21-d Cylindrical compressive strength (MPa),28-d Cylindrical compressive strength (MPa),56-d Cylindrical compressive strength (MPa) ,90-d Cylindrical compressive strength (MPa),180-d Cylindrical compressive strength (MPa) ,365-d Cylindrical compressive strength (MPa),Slump (mm),flowtable,"CO2 footprint
(kg emision per 1m3 of samples produced and cured)
[108] and [109] used"
75,[2],FA-II,47.8,24.4,17.4,2.42,1.99,0.31,0.55,0.29,1.328,2,0,0,,1.1,,408,,,,,1201,647,1848,,,103,14.70%,29.40%,56%,41,16,0.352941176,0.398058252,2.0,4.5,0.2,18.5,0.01495098,6.1,94.497,1,90,3,24,,,,,,,,,,,,,,,,,,,,84,,,,,,,,,151.0083333
76,[2],FA-II,47.8,24.4,17.4,2.42,1.99,0.31,0.55,0.29,1.328,2,0,0,,1.1,,408,,,,,1201,647,1848,,,103,14.70%,29.40%,56%,41,14,0.352941176,0.398058252,2.0,4.5,0.2,17.6,0.01495098,6.1,96.877,1,60,3,24,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,125.4771333
77,[2],FA-II,47.8,24.4,17.4,2.42,1.99,0.31,0.55,0.29,1.328,2,0,0,,1.1,,408,,,,,1309,561,1870,,,88,14.70%,29.40%,56%,35,14,0.301470588,0.397727273,2.0,4.6,0.2,16.5,0.020098039,8.2,86.012,1,90,0,24,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,136.9463333
78,[2],FA-II,47.8,24.4,17.4,2.42,1.99,0.31,0.55,0.29,1.328,2,0,0,,1.1,,408,,,,,1309,561,1870,,,88,14.70%,29.40%,56%,35,14,0.301470588,0.397727273,2.0,4.6,0.2,16.5,0.020098039,8.2,86.012,1,90,0,24,24,,,,,,,,,,,,,,,,,30,,,,,,,,,,,136.9463333
79,[2],FA-II,47.8,24.4,17.4,2.42,1.99,0.31,0.55,0.29,1.328,2,0,0,,1.1,,408,,,,,1309,561,1870,,,88,14.70%,29.40%,56%,35,14,0.301470588,0.397727273,2.0,4.6,0.2,16.5,0.020098039,8.2,86.012,1,90,0,24,,26.4,,,,,,,,,,,,,,,,,,,,33,,,,,,,136.9463333
80,[2],FA-II,47.8,24.4,17.4,2.42,1.99,0.31,0.55,0.29,1.328,2,0,0,,1.1,,408,,,,,1309,561,1870,,,88,14.70%,29.40%,56%,35,14,0.301470588,0.397727273,2.0,4.6,0.2,0.0,0.020098039,8.2,86.012,1,90,0,24,,31.2,,,,,,,,,,,,,,,,,,,,39,,,,,,,136.9463333
81,[2],FA-II,47.8,24.4,17.4,2.42,1.99,0.31,0.55,0.29,1.328,2,0,0,,1.1,,408,,,,,1309,561,1870,,,88,14.70%,29.40%,56%,35,14,0.301470588,0.397727273,2.0,4.6,0.2,0.0,0.020098039,8.2,90.212,1,90,0,24,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,136.9463333
82,[2],FA-II,47.8,24.4,17.4,2.42,1.99,0.31,0.55,0.29,1.328,2,0,0,,1.1,,408,,,,,1309,561,1870,,,88,14.70%,29.40%,56%,35,14,0.301470588,0.397727273,2.0,4.6,0.2,0.0,0.020098039,8.2,90.212,1,90,0,24,20.8,,,,,,,,,,,,,,,,,26,,,,,,,,,,,136.9463333
83,[2],FA-II,47.8,24.4,17.4,2.42,1.99,0.31,0.55,0.29,1.328,2,0,0,,1.1,,408,,,,,1309,561,1870,,,88,14.70%,29.40%,56%,35,14,0.301470588,0.397727273,2.0,4.6,0.2,0.0,0.020098039,8.2,90.212,1,90,0,24,,22.4,,,,,,,,,,,,,,,,,,,,28,,,,,,,136.9463333
84,[2],FA-II,47.8,24.4,17.4,2.42,1.99,0.31,0.55,0.29,1.328,2,0,0,,1.1,,408,,,,,1309,561,1870,,,88,14.70%,29.40%,56%,35,14,0.301470588,0.397727273,2.0,4.6,0.2,0.0,0.020098039,8.2,90.212,1,90,0,24,,26.4,,,,,,,,,,,,,,,,,,,,33,,,,,,,136.9463333
85,[2],FA-II,47.8,24.4,17.4,2.42,1.99,0.31,0.55,0.29,1.328,2,0,0,,1.1,,408,,,,,1309,561,1870,,,88,14.70%,29.40%,56%,35,14,0.301470588,0.397727273,2.0,4.6,0.2,0.0,0.020098039,8.2,94.312,1,90,0,24,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,136.9463333
86,[2],FA-II,47.8,24.4,17.4,2.42,1.99,0.31,0.55,0.29,1.328,2,0,0,,1.1,,408,,,,,1309,561,1870,,,88,14.70%,29.40%,56%,35,14,0.301470588,0.397727273,2.0,4.6,0.2,0.0,0.020098039,8.2,94.312,1,90,0,24,14.4,,,,,,,,,,,,,,,,,18,,,,,,,,,,,136.9463333
87,[2],FA-II,47.8,24.4,17.4,2.42,1.99,0.31,0.55,0.29,1.328,2,0,0,,1.1,,408,,,,,1309,561,1870,,,88,14.70%,29.40%,56%,35,14,0.301470588,0.397727273,2.0,4.6,0.2,0.0,0.020098039,8.2,94.312,1,90,0,24,,15.2,,,,,,,,,,,,,,,,,,,,19,,,,,,,136.9463333
88,[2],FA-II,47.8,24.4,17.4,2.42,1.99,0.31,0.55,0.29,1.328,2,0,0,,1.1,,408,,,,,1309,561,1870,,,88,14.70%,29.40%,56%,35,14,0.301470588,0.397727273,2.0,4.6,0.2,0.0,0.020098039,8.2,94.312,1,90,0,24,,20,,,,,,,,,,,,,,,,,,,,25,,,,,,,136.9463333
89,[2],FA-II,47.8,24.4,17.4,2.42,1.99,0.31,0.55,0.29,1.328,2,0,0,,1.1,,408,,,,,1309,561,1870,,,103,14.70%,29.40%,56%,51,14,0.37745098,0.495145631,2.0,4.6,0.3,0.0,0.01495098,6.1,104.377,1,60,0,24,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,136.3067333
90,[2],FA-II,47.8,24.4,17.4,2.42,1.99,0.31,0.55,0.29,1.328,2,0,0,,1.1,,408,,,,,1309,561,1870,,,103,14.70%,29.40%,56%,51,14,0.37745098,0.495145631,2.0,4.6,0.3,0.0,0.01495098,6.1,104.377,1,60,0,24,29.6,,,,,,,,,,,,,,,,,37,,,,,,,,,,,136.3067333
91,[2],FA-II,47.8,24.4,17.4,2.42,1.99,0.31,0.55,0.29,1.328,2,0,0,,1.1,,408,,,,,1309,561,1870,,,103,14.70%,29.40%,56%,51,14,0.37745098,0.495145631,2.0,4.6,0.3,0.0,0.01495098,6.1,104.377,1,60,0,24,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,136.3067333
92,[2],FA-II,47.8,24.4,17.4,2.42,1.99,0.31,0.55,0.29,1.328,2,0,0,,1.1,,408,,,,,1309,561,1870,,,103,14.70%,29.40%,56%,51,14,0.37745098,0.495145631,2.0,4.6,0.3,0.0,0.01495098,6.1,104.377,1,60,0,24,,28.8,,,,,,,,,,,,,,,,,,,,36,,,,,,,136.3067333
93,[2],FA-II,47.8,24.4,17.4,2.42,1.99,0.31,0.55,0.29,1.328,2,0,0,,1.1,,408,,,,,1309,561,1870,,,103,14.70%,29.40%,56%,51,14,0.37745098,0.495145631,2.0,4.6,0.3,0.0,0.01495098,6.1,104.377,1,60,0,24,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,136.3067333
94,[2],FA-II,47.8,24.4,17.4,2.42,1.99,0.31,0.55,0.29,1.328,2,0,0,,1.1,,408,,,,,1309,561,1870,,,103,14.70%,29.40%,56%,51,14,0.37745098,0.495145631,2.0,4.6,0.3,0.0,0.01495098,6.1,102.277,1,60,0,24,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,136.3067333
95,[2],FA-II,47.8,24.4,17.4,2.42,1.99,0.31,0.55,0.29,1.328,2,0,0,,1.1,,408,,,,,1309,561,1870,,,103,14.70%,29.40%,56%,51,14,0.37745098,0.495145631,2.0,4.6,0.3,0.0,0.01495098,6.1,102.277,1,90,0,24,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,155.5567333
96,[2],FA-II,47.8,24.4,17.4,2.42,1.99,0.31,0.55,0.29,1.328,2,0,0,,1.1,,408,,,,,1309,561,1870,,,103,14.70%,29.40%,56%,51,14,0.37745098,0.495145631,2.0,4.6,0.3,0.0,0.01495098,6.1,102.277,1,90,0,24,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,155.5567333
97,[2],FA-II,47.8,24.4,17.4,2.42,1.99,0.31,0.55,0.29,1.328,2,0,0,,1.1,,408,,,,,1309,561,1870,,,103,14.70%,29.40%,56%,51,14,0.37745098,0.495145631,2.0,4.6,0.3,0.0,0.01495098,6.1,102.277,1,60,0,24,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,136.3067333
98,[2],FA-II,47.8,24.4,17.4,2.42,1.99,0.31,0.55,0.29,1.328,2,0,0,,1.1,,408,,,,,1309,561,1870,,,103,14.70%,29.40%,56%,51,14,0.37745098,0.495145631,2.0,4.6,0.3,0.0,0.01495098,6.1,102.277,1,60,0,24,,,,,,,,,,,,,,,,,37,,,,,,,,,,,,136.3067333
99,[2],FA-II,47.8,24.4,17.4,2.42,1.99,0.31,0.55,0.29,1.328,2,0,0,,1.1,,476,,,,,1294,554,1848,,,120,14.70%,29.40%,56%,48,8,0.352941176,0.4,2.0,3.9,0.2,0.0,0,0,99.72,1,60,0,24,46.4,48,,,,,,,,,,,,,61,,,58,,64,,60,61,63,,,,,105.8471333
100,[2],FA-II,47.8,24.4,17.4,2.42,1.99,0.31,0.55,0.29,1.328,2,0,0,,1.1,,476,,,,,1294,554,1848,,,120,14.70%,29.40%,56%,48,8,0.352941176,0.4,2.0,3.9,0.2,0.0,0,0,99.72,0.166666667,60,0,24,20,,,,,,,,,,,,,,,,,25,,,,,,,,,,,87.13185556
101,[2],FA-II,47.8,24.4,17.4,2.42,1.99,0.31,0.55,0.29,1.328,2,0,0,,1.1,,476,,,,,1294,554,1848,,,120,14.70%,29.40%,56%,48,8,0.352941176,0.4,2.0,3.9,0.2,0.0,0,0,99.72,0.333333333,60,0,24,24.8,,,,,,,,,,,,,,,,,31,,,,,,,,,,,90.8749111
102,[2],FA-II,47.8,24.4,17.4,2.42,1.99,0.31,0.55,0.29,1.328,2,0,0,,1.1,,476,,,,,1294,554,1848,,,120,14.70%,29.40%,56%,48,8,0.352941176,0.4,2.0,3.9,0.2,0.0,0,0,99.72,0.5,60,0,24,32.8,,,,,,,,,,,,,,,,,41,,,,,,,,,,,94.61796667
103,[2],FA-II,47.8,24.4,17.4,2.42,1.99,0.31,0.55,0.29,1.328,2,0,0,,1.1,,476,,,,,1294,554,1848,,,120,14.70%,29.40%,56%,48,8,0.352941176,0.4,2.0,3.9,0.2,0.0,0,0,99.72,2,60,0,24,57.6,,,,,,,,,,,,,,,,,72,,,,,,,,,,,128.3054667
104,[2],FA-II,47.8,24.4,17.4,2.42,1.99,0.31,0.55,0.29,1.328,2,0,0,,1.1,,476,,,,,1294,554,1848,,,120,14.70%,29.40%,56%,48,8,0.352941176,0.4,2.0,3.9,0.2,0.0,0,0,99.72,3,60,0,24,61.6,,,,,,,,,,,,,,,,,77,,,,,,,,,,,150.7638
105,[2],FA-II,47.8,24.4,17.4,2.42,1.99,0.31,0.55,0.29,1.328,2,0,0,,1.1,,476,,,,,1294,554,1848,,,120,14.70%,29.40%,56%,48,8,0.352941176,0.4,2.0,3.9,0.2,0.0,0,0,99.72,4,60,0,24,65.6,,,,,,,,,,,,,,,,,82,,,,,,,,,,,173.2221333
106,[2],FA-II,47.8,24.4,17.4,2.42,1.99,0.31,0.55,0.29,1.328,2,0,0,,1.1,,476,,,,,1294,554,1848,,,120,14.70%,29.40%,56%,48,8,0.352941176,0.4,2.0,3.9,0.2,0.0,0.008613445,4.1,102.18,1,60,0,24,44.8,,,,,,,,,,,,,,,,,56,,,,,,,,,,,113.5551333
107,[2],FA-II,47.8,24.4,17.4,2.42,1.99,0.31,0.55,0.29,1.328,2,0,0,,1.1,,476,,,,,1294,554,1848,,,120,14.70%,29.40%,56%,48,8,0.352941176,0.4,2.0,3.9,0.2,0.0,0.012815126,6.1,103.38,1,60,0,24,46.4,,,,,,,,,,,,,,,,,58,,,,,,,,,,,117.3151333
108,[2],FA-II,47.8,24.4,17.4,2.42,1.99,0.31,0.55,0.29,1.328,2,0,0,,1.1,,476,,,,,1294,554,1848,,,120,14.70%,29.40%,56%,48,8,0.352941176,0.4,2.0,3.9,0.2,0.0,0.017226891,8.2,104.64,1,60,0,24,45.6,,,,,,,,,,,,,,,,,57,,,,,,,,,,,121.2631333
109,[2],FA-II,47.8,24.4,17.4,2.42,1.99,0.31,0.55,0.29,1.328,2,0,0,,1.1,,476,,,,,1294,554,1848,,,120,14.70%,29.40%,56%,48,8,0.352941176,0.4,2.0,3.9,0.2,0.0,0.021428571,10.2,105.84,1,60,0,24,40,,,,,,,,,,,,,,,,,50,,,,,,,,,,,125.0231333
110,[2],FA-II,47.8,24.4,17.4,2.42,1.99,0.31,0.55,0.29,1.328,2,0,0,,1.1,,476,,,,,1294,554,1848,,,120,14.70%,29.40%,56%,48,8,0.352941176,0.4,2.0,3.9,0.2,0.0,0.025630252,12.2,107.04,1,60,0,24,40,,,,,,,,,,,,,,,,,50,,,,,,,,,,,128.7831333
111,[2],FA-II,47.8,24.4,17.4,2.42,1.99,0.31,0.55,0.29,1.328,2,0,0,,1.1,,476,,,,,1294,554,1848,,,120,14.70%,29.40%,56%,48,8,0.352941176,0.4,2.0,3.9,0.2,0.0,0.030042017,14.3,108.3,1,60,0,24,36.8,,,,,,,,,,,,,,,,,46,,,,,,,,,,,132.7311333
112,[2],FA-II,47.8,24.4,17.4,2.42,1.99,0.31,0.55,0.29,1.328,2,0,0,,1.1,,476,,,,,1294,554,1848,,,120,14.70%,29.40%,56%,48,8,0.352941176,0.4,2.0,3.9,0.2,0.0,0.008613445,4.1,102.18,1,60,0.041666667,24,44.8,,,,,,,,,,,,,,,,,56,,,,,,,,,,,113.5551333
113,[2],FA-II,47.8,24.4,17.4,2.42,1.99,0.31,0.55,0.29,1.328,2,0,0,,1.1,,476,,,,,1294,554,1848,,,120,14.70%,29.40%,56%,48,8,0.352941176,0.4,2.0,3.9,0.2,0.0,0.012815126,6.1,103.38,1,60,0.041666667,24,46.4,,,,,,,,,,,,,,,,,58,,,,,,,,,,,117.3151333
114,[2],FA-II,47.8,24.4,17.4,2.42,1.99,0.31,0.55,0.29,1.328,2,0,0,,1.1,,476,,,,,1294,554,1848,,,120,14.70%,29.40%,56%,48,8,0.352941176,0.4,2.0,3.9,0.2,0.0,0.017226891,8.2,104.64,1,60,0.041666667,24,45.6,,,,,,,,,,,,,,,,,57,,,,,,,,,,,121.2631333
115,[2],FA-II,47.8,24.4,17.4,2.42,1.99,0.31,0.55,0.29,1.328,2,0,0,,1.1,,476,,,,,1294,554,1848,,,120,14.70%,29.40%,56%,48,8,0.352941176,0.4,2.0,3.9,0.2,0.0,0.021428571,10.2,105.84,1,60,0.041666667,24,40,,,,,,,,,,,,,,,,,50,,,,,,,,,,,125.0231333
116,[2],FA-II,47.8,24.4,17.4,2.42,1.99,0.31,0.55,0.29,1.328,2,0,0,,1.1,,476,,,,,1294,554,1848,,,120,14.70%,29.40%,56%,48,8,0.352941176,0.4,2.0,3.9,0.2,0.0,0.025630252,12.2,107.04,1,60,0.041666667,24,40,,,,,,,,,,,,,,,,,50,,,,,,,,,,,128.7831333
117,[2],FA-II,47.8,24.4,17.4,2.42,1.99,0.31,0.55,0.29,1.328,2,0,0,,1.1,,476,,,,,1294,554,1848,,,120,14.70%,29.40%,56%,48,8,0.352941176,0.4,2.0,3.9,0.2,0.0,0.030042017,14.3,108.3,1,60,0.041666667,24,36.8,,,,,,,,,,,,,,,,,46,,,,,,,,,,,132.7311333
118,[2],FA-II,47.8,24.4,17.4,2.42,1.99,0.31,0.55,0.29,1.328,2,0,0,,1.1,,476,,,,,1294,554,1848,,,120,14.70%,29.40%,56%,48,8,0.352941176,0.4,2.0,3.9,0.2,0.0,0.012815126,6.1,103.38,1,30,0,24,28,,,,,,,,,,,,,,,,,35,,,,,,,,,,,98.06513333
119,[2],FA-II,47.8,24.4,17.4,2.42,1.99,0.31,0.55,0.29,1.328,2,0,0,,1.1,,476,,,,,1294,554,1848,,,120,14.70%,29.40%,56%,48,8,0.352941176,0.4,2.0,3.9,0.2,0.0,0.012815126,6.1,103.38,1,45,0,24,32.8,,,,,,,,,,,,,,,,,41,,,,,,,,,,,107.6901333
120,[2],FA-II,47.8,24.4,17.4,2.42,1.99,0.31,0.55,0.29,1.328,2,0,0,,1.1,,476,,,,,1294,554,1848,,,120,14.70%,29.40%,56%,48,8,0.352941176,0.4,2.0,3.9,0.2,0.0,0.012815126,6.1,103.38,1,60,0,24,50.4,,,,,,,,,,,,,,,,,63,,,,,,,,,,,117.3151333
121,[2],FA-II,47.8,24.4,17.4,2.42,1.99,0.31,0.55,0.29,1.328,2,0,0,,1.1,,476,,,,,1294,554,1848,,,120,14.70%,29.40%,56%,48,8,0.352941176,0.4,2.0,3.9,0.2,0.0,0.012815126,6.1,103.38,1,75,0,24,51.2,,,,,,,,,,,,,,,,,64,,,,,,,,,,,126.9401333
122,[2],FA-II,47.8,24.4,17.4,2.42,1.99,0.31,0.55,0.29,1.328,2,0,0,,1.1,,476,,,,,1294,554,1848,,,120,14.70%,29.40%,56%,48,8,0.352941176,0.4,2.0,3.9,0.2,0.0,0.012815126,6.1,103.38,1,90,0,24,50.4,,,,,,,,,,,,,,,,,63,,,,,,,,,,,136.5651333
123,[2],FA-II,47.8,24.4,17.4,2.42,1.99,0.31,0.55,0.29,1.328,2,0,0,,1.1,,476,,,,,1294,554,1848,,,120,14.70%,29.40%,56%,48,8,0.352941176,0.4,2.0,3.9,0.2,0.0,0.012815126,6.1,103.38,0.25,45,0,24,26.4,,,,,,,,,,,,,,,,,33,,,,,,,,,,,98.06513333
124,[2],FA-II,47.8,24.4,17.4,2.42,1.99,0.31,0.55,0.29,1.328,2,0,0,,1.1,,476,,,,,1294,554,1848,,,120,14.70%,29.40%,56%,48,8,0.352941176,0.4,2.0,3.9,0.2,0.0,0.012815126,6.1,103.38,0.25,60,0,24,33.6,,,,,,,,,,,,,,,,,42,,,,,,,,,,,100.4713833
125,[2],FA-II,47.8,24.4,17.4,2.42,1.99,0.31,0.55,0.29,1.328,2,0,0,,1.1,,476,,,,,1294,554,1848,,,120,14.70%,29.40%,56%,48,8,0.352941176,0.4,2.0,3.9,0.2,0.0,0.012815126,6.1,103.38,0.25,75,0,24,38.4,,,,,,,,,,,,,,,,,48,,,,,,,,,,,102.8776333
126,[2],FA-II,47.8,24.4,17.4,2.42,1.99,0.31,0.55,0.29,1.328,2,0,0,,1.1,,476,,,,,1294,554,1848,,,120,14.70%,29.40%,56%,48,8,0.352941176,0.4,2.0,3.9,0.2,0.0,0.012815126,6.1,103.38,0.25,90,0,24,40.8,,,,,,,,,,,,,,,,,51,,,,,,,,,,,105.2838833
127,[2],FA-II,47.8,24.4,17.4,2.42,1.99,0.31,0.55,0.29,1.328,2,0,0,,1.1,,476,,,,,1294,554,1848,,,120,14.70%,29.40%,56%,48,8,0.352941176,0.4,2.0,3.9,0.2,0.0,0.012815126,6.1,103.38,1,60,0.04,24,48.8,,,,,,,,,,,,,,,,,61,,,,,,,,,,,136.5651333
128,[2],FA-II,47.8,24.4,17.4,2.42,1.99,0.31,0.55,0.29,1.328,2,0,0,,1.1,,476,,,,,1294,554,1848,,,120,14.70%,29.40%,56%,48,8,0.352941176,0.4,2.0,3.9,0.2,0.0,0.012815126,6.1,103.38,1,60,0,24,48.8,,,,,,,,,,,,,,,,,61,,,,,,,,,,,136.5651333
129,[3],Batch,53.09,24.8,8.01,2.44,1.94,0.73,3.78,0.23,0,0,0,0,,3.59,,465,,,,,1036.99115,823.0088496,1860,,,38.3625,8.20%,27.80%,64%,217.3875,12.5,0.55,5.666666667,3.4,4.0,0.3,0.0,0,0,133.24575,0.833333333,85,,24,,43.5,,,,,,43.5,,,,,,,,,,,,,,,,,,,,,264.8303646
130,[4],GBII Beam,48,29,12.7,1.76,0.89,0.39,0.55,0.5,1.67,1.69,0,0,,1.61,,404,,,,,1190,640,1830,,,102,14.70%,29.40%,56%,41,14,0.353960396,0.401960784,2.0,4.5,0.2,0.0,0.014851485,6,95.658,1,60,,24,39.6,,,,,,,,,,,,,,,,,49.5,,,,,,,,,250,,124.8267333
131,[4],GCI Column,48,29,12.7,1.76,0.89,0.39,0.55,0.5,1.67,1.69,0,0,,1.61,,404,,,,,1190,640,1830,,,102,14.70%,29.40%,56%,41,14,0.353960396,0.401960784,2.0,4.5,0.2,0.0,0.014851485,6,95.158,1,60,,24,52.8,,,,,,,,,,,,,,,,,66,,,,,,,,,240,,124.8267333
132,[4],GCIII Column,47.8,24.4,17.4,2.42,1.19,0.31,0.55,0.29,1.328,2,0,0,,1.1,,408,,,,,1202,647,1849,,,103,14.70%,29.40%,56%,41,16,0.352941176,0.398058252,2.0,4.5,0.2,0.0,0.014705882,6,101.937,1,60,,24,33.6,,,,,,,,,,,,,,,,,42,,,,,,,,,219,,131.5751333
133,[5],GP1,50.3,26.3,13.6,2.27,1.44,0.36,0.55,0.32,0,1.58,0,0,,0.6,,408,,,,,1201,647,1848,,,103,14.73%,29.75%,56%,41,14,0.352941176,0.398058252,2.0,4.5,0.2,0.0,0.01495098,6.1,78.8856,1,60,,24,24.736,27.888,,,,,,,,,,,,,,,,30.92,,,,34.86,,,,,260,,125.4771333
134,[5],GP2,50.3,26.3,13.6,2.27,1.44,0.36,0.55,0.32,0,1.58,0,0,,0.6,,408,,,,,1201,647,1848,,,103,14.73%,29.75%,56%,41,14,0.352941176,0.398058252,2.0,4.5,0.2,0.0,0.01495098,6.1,78.8856,1,60,,24,30.656,33.088,,,,,,,,,,,,,,,,38.32,,,,41.36,,,,,230,,125.4771333
135,[5],GP3,50.3,26.3,13.6,2.27,1.44,0.36,0.55,0.32,0,1.58,0,0,,0.6,,408,,,,,1201,647,1848,,,103,14.73%,29.75%,56%,41,14,0.352941176,0.398058252,2.0,4.5,0.2,0.0,0.01495098,6.1,78.8856,1,60,,24,53.672,54.024,,,,,,,,,,,,,,,,67.09,,,,67.53,,,,,270,,125.4771333
136,[5],GP4,50.3,26.3,13.6,2.27,1.44,0.36,0.55,0.32,0,1.58,0,0,,0.6,,444,,,,,1140,630,1770,,,111,14.73%,29.75%,56%,44,14,0.349099099,0.396396396,2.0,4.0,0.2,0.0,0.013738739,6.1,78.8856,1,60,,24,36.768,38.448,,,,,,,,,,,,,,,,45.96,,,,48.06,,,,,270,,131.3439333
137,[5],GP5,50.3,26.3,13.6,2.27,1.44,0.36,0.55,0.32,0,1.58,0,0,,0.6,,356,,,,,1248,672,1920,,,89,14.73%,29.75%,56%,36,14,0.351123596,0.404494382,2.0,5.4,0.2,0.0,0.017134831,6.1,84.6472,1,60,,24,19.352,20.352,,,,,,,,,,,,,,,,24.19,,,,25.44,,,,,260,,115.2127333
138,[5],GP6,50.3,26.3,13.6,2.27,1.44,0.36,0.55,0.32,0,1.58,0,0,,0.6,,424,,,,,1201,647,1848,,,91,14.73%,29.75%,56%,36,14,0.299528302,0.395604396,2.0,4.4,0.2,0.0,0.014386792,6.1,68.9128,1,60,,24,25.96,28.904,,,,,,,,,,,,,,,,32.45,,,,36.13,,,,,240,,115.8591333
139,[5],GP7,50.3,26.3,13.6,2.27,1.44,0.36,0.55,0.32,0,1.58,0,0,,0.6,,381,,,,,1201,647,1848,,,122,14.73%,29.75%,56%,49,14,0.448818898,0.401639344,2.0,4.9,0.2,0.0,0.016010499,6.1,78.8856,1,60,,24,28.112,28.408,,,,,,,,,,,,,,,,35.14,,,,35.51,,,,,260,,140.7883333
140,[5],GP8,50.3,26.3,13.6,2.27,1.44,0.36,0.55,0.32,0,1.58,0,0,,0.6,,408,,,,,1292,554,1846,,,103,14.73%,29.75%,56%,41,14,0.352941176,0.398058252,2.0,4.5,0.2,0.0,0.01495098,6.1,70.0232,1,60,,24,25.6,28.8,,,,,,,,,,,,,,,,32,,,,36,,,,,250,,125.4675333
141,[6],AAS5-0.75,33.45,13.46,0.31,41.74,5.99,0.16,0.29,2.74,0.84,0.12,0,0.4,,0,,,419,,,,1039,784,1823,,,53,14.70%,29.40%,56%,56,10,0.260143198,1.056603774,2.0,4.4,0.5,0.0,0,0,200.227,,25,,24,20,26.32,,,,,,,,,,,,,,,,25,,,,32.9,,36.6,,,150,,92.5144
142,[6],AAS5-1.00,33.45,13.46,0.31,41.74,5.99,0.16,0.29,2.74,0.84,0.12,0,0.4,,0,,,415,,,,1039,784,1823,,,71,14.70%,29.40%,56%,46,10,0.281927711,0.647887324,2.0,4.4,0.5,0.0,0,0,203.289,,25,,24,28.32,35.44,,,,,,,,,,,,,,,,35.4,,,,44.3,,45.3,,,95,,91.1264
143,[6],AAS5-1.25,33.45,13.46,0.31,41.74,5.99,0.16,0.29,2.74,0.84,0.12,0,0.4,,0,,,412,,,,1039,784,1823,,,87,14.70%,29.40%,56%,33,10,0.291262136,0.379310345,2.0,4.4,0.5,0.0,0,0,203.433,,25,,24,29.6,34.8,,,,,,,,,,,,,,,,37,,,,43.5,,43.5,,,70,,86.7724
144,[6],G7.5-0.75,49.45,29.61,10.72,3.47,1.3,0.31,0.54,0.27,1.76,0.53,0,0.17,,1.45,,476,,,,,1039,784,1823,,,90,14.70%,29.40%,56%,95,10,0.388655462,1.055555556,2.0,3.8,0.3,0.0,0,0,147.31,,25,,24,31.28,35.52,,,,,,,,,,,,,,,,39.1,,,,44.4,,46.1,,,300,,115.8244
145,[6],G7.5-1.00,49.45,29.61,10.72,3.47,1.3,0.31,0.54,0.27,1.76,0.53,0,0.17,,1.45,,467,,,,,1039,784,1823,,,119,14.70%,29.40%,56%,75,10,0.415417559,0.630252101,2.0,3.9,0.3,0.0,0,0,149.521,,25,,24,41.04,42.64,,,,,,,,,,,,,,,,51.3,,,,53.3,,53.6,,,300,,110.9084
146,[6],G7.5-1.25,49.45,29.61,10.72,3.47,1.3,0.31,0.54,0.27,1.76,0.53,0,0.17,,1.45,,461,,,,,1039,784,1823,,,147,14.70%,29.40%,56%,56,10,0.440347072,0.380952381,2.0,4.0,0.3,0.0,0,0,151.773,,25,,24,42,45.52,,,,,,,,,,,,,,,,52.5,,,,56.9,,57.3,,,300,,106.4104
